nonsignericonicity_weighted_Z,nonsignericonicity_weighted_p
-0.024367169824316658,0.9094181163767247
0.11156231186170715,0.6126774645070986
-0.27770558597416256,0.08158368326334733
0.5751947347651587,0.03719256148770246
-0.0662638520546222,0.7836432713457309
0.15341302187127898,0.55248950209958
0.17853321024798158,0.47110577884423116
-0.13860654060088176,0.4913017396520696
0.06792685701082748,0.7630473905218956
0.04945597815912097,0.8308338332333534
0.12897360529455343,0.503499300139972
0.0752094810700223,0.7060587882423516
0.13106039047386608,0.47070585882823435
-0.10503408512962069,0.6318736252749451
0.008076162622801974,0.9664067186562687
0.18679895989570605,0.41211757648470304
-0.15035114274475095,0.3087382523495301
0.2430183641713044,0.1985602879424115
-0.11117653089031468,0.584883023395321
-0.19356064958056002,0.3509298140371926
0.18418894901878602,0.3797240551889622
-0.12247564214710123,0.5118976204759048
-0.0931134250286467,0.5816836632673466
0.22396753828898536,0.26754649070185965
0.11116880970784067,0.5798840231953609
0.1867972211773384,0.35812837432513495
0.4250972697677991,0.10417916416716656
0.3409468769803302,0.09158168366326734
-0.21410853112052136,0.3173365326934613
0.32104768125725314,0.1331733653269346
0.22111436621594974,0.3463307338532294
-0.09299042711275965,0.651869626074785
0.28608304352330116,0.20255948810237953
0.34286043312075815,0.038792241551689664
0.0584311675670582,0.7030593881223756
0.16243310525995497,0.4237152569486103
0.5242414259666466,0.033993201359728054
-0.12098347120622303,0.530493901219756
-0.28090540473598746,0.08478304339132174
0.13737952137628998,0.531493701259748
0.3049960804091724,0.10497900419916016
-0.042873595389856814,0.7960407918416317
-0.02589947713930173,0.8862227554489103
-0.08062826129054367,0.671865626874625
-0.06964958165134442,0.739252149570086
-0.034816315554768676,0.8226354729054189
-0.022669938244933963,0.9164167166566687
-0.006368124416078325,0.9784043191361728
-0.023834890423192312,0.9032193561287742
-0.3155039817066327,0.02499500099980004
0.17714406476664768,0.367126574685063
0.020633068425245343,0.9114177164567087
-0.2624040776249329,0.09098180363927215
-0.1391287231066365,0.3783243351329734
0.08478443345686085,0.6888622275544891
0.16011566203429914,0.5116976604679064
0.13507859274526618,0.4927014597080584
-0.1777457132795385,0.2663467306538692
0.18524134922272373,0.376124775044991
-0.09104220329965108,0.6150769846030794
0.04262896070019029,0.7816436712657469
0.015267961804613733,0.9350129974005199
-0.11237579334931418,0.45150969806038793
-0.17356191699501305,0.3675264947010598
0.15261500366274416,0.4631073785242951
-0.06984967213077027,0.6972605478904219
0.30101470394893937,0.20495900819836033
-0.22898447074557815,0.26854629074185166
0.10426040273932054,0.6038792241551689
-0.01872432870408065,0.9256148770245951
0.1582205512031345,0.5216956608678265
0.14227292368219913,0.5814837032593482
-0.12625448257752736,0.46790641871625677
-0.0263177439520844,0.9070185962807439
-0.15222974642098092,0.41511697660467906
0.20587902252512583,0.33253349330133974
-0.2438739748188906,0.1267746450709858
-0.17768432577392157,0.3127374525094981
-0.22797430195657348,0.1845630873825235
0.03680746566740892,0.8196360727854429
0.30121396327569494,0.24315136972605478
-0.1304907487731961,0.45990801839632073
-0.21041212520702635,0.2615476904619076
-0.12646572055261335,0.4631073785242951
-0.12934238868137699,0.4461107778444311
-0.040202560498154204,0.8322335532893421
-0.3069423507478115,0.08778244351129774
-0.001213374613966356,0.9964007198560288
0.26430546453195536,0.22035592881423716
0.009249500155167423,0.9664067186562687
0.1776807833045698,0.4297140571885623
0.13474833114174692,0.5542891421715657
-0.14014037552443925,0.49610077984403117
0.1872878376031874,0.4251149770045991
-0.0496178876038547,0.8448310337932413
0.18745807736892067,0.5040991801639672
0.010442100476399308,0.9634073185362927
0.17438368074270102,0.4055188962207559
0.3337988019597159,0.21455708858228353
0.26482206382969337,0.3143371325734853
0.09899970675598599,0.6200759848030394
0.20755146074921565,0.34033193361327735
0.1108961054491177,0.5476904619076185
0.013250235331767968,0.9372125574885023
-0.00865076616507796,0.9632073585282943
0.18561043749641123,0.48210357928414316
-0.11798830458502803,0.6444711057788443
-0.30671623920884744,0.05398920215956809
0.09660647998755671,0.6342731453709258
-0.1470363427227063,0.45670865826834633
0.1580026383941277,0.5126974605078984
0.11190334037002511,0.5786842631473705
0.07494675253193946,0.7364527094581084
0.029645492342854185,0.8984203159368126
-0.029854024502773337,0.8862227554489103
0.1588468261559271,0.4247150569886023
0.25033490875398084,0.26554689062187564
-0.442122030398769,0.013997200559888023
-0.06689432431699281,0.7566486702659468
-0.13835510181931604,0.45650869826034796
-0.20340461348495467,0.28234353129374123
-0.1286718747785654,0.5356928614277144
-0.13668106258774632,0.4195160967806439
-0.09778863196466012,0.6746650669866027
0.00389200750756018,0.9846030793841232
-0.05609688225671391,0.7780443911217756
0.06557986857328732,0.763247350529894
-0.14571462865285617,0.3799240151969606
0.08520619584559012,0.6662667466506699
-0.21577153612673777,0.24575084983003398
-0.3393204014456923,0.10757848430313938
-0.11198274690745418,0.5032993401319736
-0.3956148994260471,0.004599080183963208
-0.02429119723114445,0.905618876224755
-0.26942499702944483,0.14617076584683064
-0.12564482664126694,0.4787042591481704
-0.12498418417093209,0.41311737652469505
0.3292370214826957,0.11857628474305139
0.24912852588249446,0.27654469106178764
-0.04113864510302454,0.8380323935212958
-0.0663581755171366,0.7514497100579884
0.04661324829658201,0.8242351529694061
0.06986695155905492,0.7084583083383323
0.2013331330583264,0.3745250949810038
0.20880783617569607,0.33713257348530296
-0.19557154348375852,0.17696460707858427
0.028177761119900956,0.9112177564487103
0.16526584274180064,0.4683063387322535
0.1903029308040189,0.3515296940611878
0.14949493801850408,0.5256948610277944
0.171605846472053,0.5414917016596681
0.07888976168787987,0.7156568686262748
0.09740049030256728,0.7020595880823836
-0.006848142734353557,0.9766046790641871
0.20663612409005233,0.32213557288542294
0.17382049755316678,0.45090981803639274
-0.20665630543913593,0.34813037392521495
-0.20707483379529,0.33773245350929815
-0.0725254160476082,0.6600679864027195
0.13970673126481659,0.4989002199560088
-0.0713518070243093,0.7388522295540891
-0.008590268315478222,0.9662067586482703
0.29318762824295025,0.3001399720055989
-0.06533962469974343,0.8024395120975805
0.21080137559843143,0.34833033393321333
0.25592496844084256,0.16616676664667065
0.4375439674265563,0.07478504299140172
0.1061792614022831,0.5380923815236952
0.07141758756631786,0.7374525094981004
0.07439452609165104,0.7244551089782043
-0.14090762709312893,0.46450709858028394
-0.1475794139202284,0.40191961607678467
-0.12510175345589572,0.5566886622675465
-0.13440620530035846,0.4441111777644471
-0.23022945376402584,0.250749850029994
-0.10304296834803861,0.5396920615876825
-0.13368657463466144,0.45670865826834633
-0.032914149719738515,0.8858228354329134
0.028833259267366167,0.884623075384923
-0.1919419852098724,0.22195560887822435
-0.19420321923151035,0.34853029394121177
-0.18130143891026346,0.41371725654869024
0.1366913347194408,0.5672865426914617
0.14824837974572663,0.4039192161567686
-0.07398759875424603,0.7242551489702059
0.02540872312315432,0.9216156768646271
0.14723250567226798,0.5146970605878824
-0.12162873617862621,0.5370925814837033
-0.03593583973204275,0.8428314337132573
-0.14366967512865858,0.5072985402919417
-0.10977587830188437,0.5464907018596281
0.010132194752140434,0.9584083183363328
0.006830592116380407,0.9646070785842832
0.027236795717289524,0.8984203159368126
0.2628720261034062,0.3073385322935413
-0.08188261174387698,0.7074585082983403
0.08057061053049971,0.6856628674265147
0.020108337426877353,0.9276144771045791
-0.22834331255361867,0.19456108778244352
0.14063944324108707,0.40091981603679266
-0.23334466358923756,0.20455908818236354
-0.31426731785777184,0.06418716256748651
-0.4530452205821843,0.0009998000399920016
-0.01536626183557418,0.9482103579284143
-0.35954550197369095,0.03819236152769446
-0.42907510917385244,0.03819236152769446
-0.24467672525245546,0.20835832833433313
-0.0008128549442085297,0.9964007198560288
0.20147534331503997,0.372125574885023
-0.09717443358378633,0.6658668266346731
0.12971286539833696,0.4647070585882823
-0.11318316503050552,0.5070985802839432
-0.11426015014633792,0.5710857828434314
-0.13843656696486878,0.4943011397720456
0.016388426107737563,0.9374125174965007
-0.06969613629462922,0.7364527094581084
-0.031476722694447526,0.8654269146170765
0.0562477044107327,0.7990401919616077
0.19345639634149286,0.41051789642071584
0.06300488062295866,0.7772445510897821
0.15845434484525278,0.36312737452509497
-0.24510524509701348,0.21215756848630274
-0.36857659765513456,0.014197160567886422
-0.1476345810201413,0.4605078984203159
0.0632308058752977,0.7888422315536893
0.01863835075662277,0.9272145570885822
-0.24704885749438263,0.20755848830233953
-0.05943471314298911,0.8104379124175165
-0.18812939073733267,0.26194761047790444
0.03662291480648618,0.8810237952409518
0.1825640915530475,0.3697260547890422
-0.01267853957022721,0.9508098380323935
-0.2915807324021847,0.09298140371925614
-0.15537090007523352,0.4657068586282743
-0.08698390020582789,0.7098580283943211
0.149468280409139,0.38652269546090784
0.01644792882347691,0.9248150369926015
0.025882961371576772,0.9108178364327134
-0.06430720755941322,0.7480503899220156
-0.06264991219006774,0.74625074985003
-0.24880549369217442,0.16456708658268346
-0.0874459370203912,0.6200759848030394
-0.1419821638519688,0.5128974205158968
-0.3479852312356309,0.10517896420715857
-0.285396466861277,0.16996600679864027
-0.1425394469443551,0.44211157768446313
0.057911698767566466,0.8218356328734253
-0.007049509946605787,0.9764047190561888
0.17751614225163573,0.39892021595680865
0.23314296828114137,0.20335932813437313
0.014590247481341611,0.9396120775844831
0.05494824699260792,0.7616476704659069
-0.2854657609949728,0.11237752449510098
-0.24118848720156424,0.28654269146170763
0.21408416750086107,0.3463307338532294
0.1308032807338757,0.6312737452509498
-0.14174751886502515,0.5640871825634873
0.06702751284384072,0.7236552689462108
-0.11468206419648327,0.5884823035392921
0.07848416163855929,0.7334533093381324
-0.2076750170441743,0.2589482103579284
-0.2548701120015281,0.1837632473505299
-0.24981774427228162,0.11297740451909619
-0.2766678874451576,0.12297540491901619
-0.07835918007615705,0.6342731453709258
-0.28038959916078693,0.026794641071785644
-0.19481588405576689,0.24075184963007398
-0.2185372243654664,0.2411517696460708
-0.1663237643942117,0.5146970605878824
-0.040430907904223524,0.8288342331533693
-0.14983276508863347,0.3783243351329734
-0.5326720884796188,0.004399120175964807
-0.07864004611166925,0.6484703059388123
0.13125299972160684,0.525494901019796
-0.13590073286494087,0.5282943411317736
-0.3046675050517068,0.10357928414317137
-0.013739650784873426,0.9374125174965007
0.10089788899184934,0.646870625874825
-0.015698972058068316,0.9256148770245951
0.18657676657353622,0.4107178564287143
0.23550843887083334,0.3165366926614677
0.2983349213369557,0.14157168566286743
0.5643180277667554,0.008798240351929614
0.11711784561238081,0.588882223555289
-0.21186960314655406,0.2535492901419716
0.051117427823101094,0.7962407518496301
0.3332416480398092,0.11797640471905618
0.01790404652437394,0.9392121575684863
0.1648357122742113,0.3655268946210758
-0.12877584753351923,0.5522895420915817
-0.0549273746072926,0.745250949810038
-0.26504076951902206,0.05798840231953609
-0.046018028449462324,0.8326334733053389
0.15338695877779174,0.48310337932413516
-0.016469290380115475,0.9336132773445311
0.19329169404777535,0.2669466106778644
0.4475926796899888,0.04539092181563687
0.21059644963375113,0.27914417116576684
0.11541245435873351,0.4981003799240152
0.3469065677170937,0.10637872425514897
0.2284663262204532,0.23515296940611877
-0.18464139455342607,0.3281343731253749
-0.07357623843486938,0.6520695860827834
0.17907090732719233,0.3557288542291542
-0.126821042645835,0.5110977804439112
-0.1740427665776341,0.47010597880423916
0.05498346024121501,0.7708458308338332
-0.15213578517505977,0.21495700859828035
0.344482262130648,0.1891621675664867
-0.11706131874575998,0.6102779444111178
-0.007794164238356996,0.9568086382723455
-0.02613227744738005,0.8848230353929214
-0.09828533576032483,0.6502699460107978
0.3560983337914596,0.16296740651869626
0.16998488919832494,0.4241151769646071
-0.015631025312522532,0.9258148370325935
0.0510559812710629,0.7676464707058588
0.10328951380776212,0.6494701059788043
0.020417798604879245,0.9160167966406718
0.06578860086277918,0.7456508698260348
-0.016217605656671897,0.9394121175764847
-0.01835553795372209,0.9176164767046591
-0.004174779616660152,0.9852029594081184
0.1852630224612196,0.34493101379724056
0.049770506164942455,0.8008398320335933
-0.12883304584870234,0.5028994201159768
0.16503566335028158,0.5050989802039592
-0.3348300194201713,0.0591881623675265
0.29717872328733896,0.19096180763847231
0.027100316115222133,0.8944211157768446
0.03988031950840083,0.8382323535292941
-0.2405940083200376,0.1357728454309138
0.009462864956771799,0.9658068386322736
0.04038152321194279,0.8302339532093581
-0.3104033450686175,0.0623875224955009
-0.10021216576631202,0.6342731453709258
-0.07915806465316684,0.6522695460907818
0.3312027105319017,0.09478104379124175
-0.17029893927304576,0.34253149370125974
-0.16843266422488617,0.25874825034993
0.3803118911071855,0.129374125174965
-0.07267812037323662,0.6770645870825834
-0.2504415376510615,0.16436712657468505
-0.058208048764897026,0.754249150169966
0.34332691155990397,0.12077584483103379
0.05799434265172447,0.8048390321935612
-0.19573894473944503,0.40171965606878624
0.28652318142100663,0.2419516096780644
0.03573719340949797,0.8404319136172765
-0.25373258018288486,0.2479504099180164
0.11004087518843161,0.6942611477704459
-0.0029555777871222767,0.9884023195360928
-0.10745274129161228,0.501499700059988
-0.24624866074450824,0.22575484903019397
0.11848978691865564,0.5976804639072185
-0.047691578198002425,0.7888422315536893
0.24865511925877665,0.20095980803839233
0.02853112095292478,0.902619476104779
-0.033540021231311966,0.8838232353529294
-0.05949795851673623,0.8050389922015597
-0.2903963567779558,0.10737852429514097
-0.14585755238311468,0.4385122975404919
-0.11066884891598057,0.5756848630273945
-0.19052221209368342,0.39332133573285344
0.02619475423735379,0.9080183963207359
0.34564989660762385,0.16796640671865626
0.06790346924196335,0.7470505898820236
0.1651937011349629,0.5048990201959608
0.2635680570221129,0.22275544891021795
0.24404060153362211,0.3011397720455909
-0.056568298299160345,0.704259148170366
-0.013063742566278092,0.9334133173365327
-0.029661988195189094,0.882623475304939
0.06265368977886646,0.8182363527294542
-0.48317489826950233,0.016396720655868825
0.28290775140052116,0.1881623675264947
-0.03126548753919504,0.8682263547290542
-0.01526622465256149,0.9536092781443711
-0.15109936784436614,0.3635272945410918
0.09199371785482094,0.6330733853229354
0.13318875743853523,0.5076984603079384
0.22999909612202218,0.3083383323335333
0.1374390955196204,0.525494901019796
0.20988330752040282,0.27494501099780044
-0.20539900267415384,0.1983603279344131
-0.08699727465542952,0.6968606278744252
-0.30258232820015,0.08198360327934413
-0.006483538188842441,0.9756048790241951
-0.028332172561323653,0.8982203559288142
-0.3455279232579585,0.11257748450309939
-0.3539465432828369,0.09138172365526895
-0.016622549975939527,0.9390121975604879
-0.12404455094467212,0.5600879824035193
-0.08386018464129504,0.6294741051789642
-0.0297932251593049,0.8634273145370925
0.13142331627492787,0.5556888622275545
0.2564384453057471,0.15896820635872824
0.0327054936727208,0.8670265946810638
0.196696901982506,0.3135372925414917
-0.14880978440596956,0.3101379724055189
-0.04824184307249161,0.8076384723055389
0.020710998273444924,0.882623475304939
-0.08965914905713054,0.5410917816436712
0.28171906172515493,0.1855628874225155
-0.02203704075729888,0.9028194361127775
-0.03061770285243446,0.8640271945610878
-0.09021208951849144,0.6136772645470906
-0.3067786394042542,0.14697060587882424
-0.08220224151874556,0.6730653869226155
-0.23151060900395093,0.14057188562287543
-0.06042878551338282,0.7214557088582284
-0.30480513408014664,0.09898020395920816
0.02004444039026009,0.908618276344731
-0.15378602481812656,0.39852029594081184
0.00248783997827422,0.991001799640072
-0.1991840487040338,0.3327334533093381
-0.09487870500102566,0.6756648670265947
0.06362390507842344,0.7270545890821836
-0.21201317546244652,0.2491501699660068
-0.09100560017598404,0.6200759848030394
-0.09750913843366017,0.5722855428914218
-0.010004969221710153,0.9626074785042992
-0.05077704123804483,0.8118376324735053
-0.002283939215382347,0.9914017196560688
0.06255975811072911,0.8074385122975405
0.2418887505439061,0.3027394521095781
-0.1637073958513696,0.3255348930213957
-0.05668683401792849,0.7208558288342332
0.0528849414135442,0.7914417116576684
0.3511395583237354,0.12917416516696661
0.04705099492560667,0.8106378724255149
-0.17243835193091167,0.4427114577084583
-0.06755441630017824,0.759248150369926
-0.05748877043447609,0.7556488702259548
0.11804517733283362,0.5164967006598681
-0.08157008502266117,0.7356528694261147
-0.0889720868698072,0.6980603879224155
0.052657631940087414,0.8158368326334733
0.16345288066370267,0.3535292941411718
0.2460860641079597,0.2917416516696661
0.07805215774235517,0.7434513097380524
0.046754608093956,0.8164367126574685
0.2774594338033052,0.2575484903019396
0.10473699634738062,0.6332733453309338
0.21320486264217936,0.3181363727254549
-0.08956072053170538,0.6590681863627275
-0.04916932575873793,0.7782443511297741
-0.03556789508481103,0.8544291141771646
-0.08563256588330036,0.7208558288342332
-0.07406692367899081,0.7868426314737053
0.07772562829179555,0.705258948210358
0.18764651475317828,0.36012797440511896
0.3199106440271812,0.26914617076584685
-0.2928391441319116,0.07938412317536493
-0.011859352786151018,0.9582083583283343
0.2539998759139491,0.3173365326934613
-0.1240036912828862,0.5994801039792041
0.0656346483836202,0.74625074985003
-0.3286721873244193,0.060187962407518496
-0.14703291991477382,0.4971005798840232
-0.03159047611798264,0.885622875424915
-0.361652228957027,0.02419516096780644
0.21428687308738298,0.3649270145970806
-0.03486047048289938,0.8722255548890222
-0.24627908468124113,0.19376124775044992
0.23564957934539082,0.352129574085183
-0.1360825823222124,0.5300939812037593
0.08918273396197604,0.6968606278744252
-0.027132758489498608,0.9062187562487503
-0.023547170147669005,0.910617876424715
-0.027683752721291966,0.8912217556488702
0.2407225311414684,0.16536692661467706
0.016992665807673557,0.9322135572885423
0.09904299619541823,0.5512897420515896
-0.04379754494372862,0.7704459108178364
-0.044421223035175844,0.8076384723055389
0.27619027672265173,0.20955808838232354
0.05157928113673924,0.8136372725454909
-0.03625405174767958,0.8660267946410718
0.26299519790696035,0.24155168966206758
0.07047852214891197,0.6712657468506299
0.010775238753828464,0.9586082783443312
-0.11765683941178959,0.6034793041391722
0.18746137419534764,0.4547090581883623
-0.07248693233743102,0.7032593481303739
0.03375481372465742,0.8864227154569086
0.013053174775479338,0.9378124375124975
-0.04444028181088444,0.8356328734253149
0.4030025022551634,0.029394121175764846
-0.4880077337457457,0.00599880023995201
-0.1900502739930121,0.44471105778844233
0.18822913456824963,0.2943411317736453
-0.08324820539035764,0.7296540691861627
0.15049051774166053,0.5172965406918616
0.025725074131638583,0.8938212357528494
-0.0015051618714683524,0.9942011597680463
0.027326005237034656,0.8900219956008798
0.15558417808412675,0.4451109778044391
-0.1805008471438369,0.40091981603679266
-0.2997093698387936,0.16976604679064186
